OBJECTID,REACHCODE,REACHRESOL,SOURCE_ORI,SOURCE_FEA,FEATUREDET,Measure,EventType,FLComID,AGENCY_CD,STATION_NM,STATE_CD,STATE,DASqMi,DASqKm,LatSite,LonSite,Active,ActiveDate,GagesII,AREA,PERIMETER,PHYSIODD_,PHYSIODD_I,FCODE,FENCODE,DIVISION,PROVINCE,SECTION,PROVCODE
6191,"04040001000371",Medium,"USGS, Water Resources Division","04095300",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04095300,77.647980000000004,StreamGage,"3397116",USGS,"TRAIL CREEK AT MICHIGAN CITY, IN","18",IN,54.100000000000001,140.119000000000000,41.716706600000002,-86.859751090000003,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6192,"03150104000258",Medium,"USGS, Water Resources Division","02388975",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02388975,69.323350000000005,StreamGage,"6495832",USGS,"ETOWAH RIVER AT GA 136, NEAR LANDDRUM, GA","13",GA,97.299999999999997,252.007000000000005,34.408984689999997,-84.019631799999999,"1","20151006",Ref,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
6194,"03150102001146",Medium,"USGS, Water Resources Division","02381400",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02381400,4.823700000000000,StreamGage,"6479573",USGS,"CARTERS LAKE NEAR CARTERS, GA","13",GA,374.000000000000000,968.659999999999968,34.613974679999998,-84.671045289999995,"1","20151006",,4.410,16.550,"298","305","61",6a,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,TENNESSEE,"6"
6201,"03160102000077",Medium,"USGS, Water Resources Division","02435020",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02435020,16.777270000000001,StreamGage,"18681950",USGS,"TOWN CREEK AT EASON BOULEVARD AT TUPELO, MS","28",MS,233.000000000000000,603.470000000000027,34.235555560000002,-88.695833300000004,"1","20151006",Non-ref,28.964,40.279,"295","314","34",3d,ATLANTIC PLAIN,COASTAL PLAIN,EAST GULF COASTAL PLAIN,"3"
6225,"03130002003143",Medium,"USGS, Water Resources Division","02337170",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02337170,17.483570000000000,StreamGage,"3286494",USGS,"CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA","13",GA,2060.000000000000000,5335.399999999999636,33.656666670000000,-84.673611100000002,"1","20151006",Non-ref,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
6239,"03160110000019",Medium,"USGS, Water Resources Division","02450250",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02450250,99.493250000000003,StreamGage,"18578829",USGS,SIPSEY FORK NEAR GRAYSON AL,"1",AL,92.099999999999994,238.538999999999987,34.285377570000001,-87.398908399999996,"1","20151006",Ref,4.107,15.162,"278","303","86",8f,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,CUMBERLAND PLATEAU,"8"
6242,"03150105002394",Medium,"USGS, Water Resources Division","02397000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02397000,68.777299999999997,StreamGage,"15823339",USGS,"COOSA RIVER (MAYO'S BAR) NEAR ROME, GA","13",GA,4040.000000000000000,10463.600000000000364,34.200372860000002,-85.256619599999993,"1","20151006",Non-ref,4.410,16.550,"298","305","61",6a,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,TENNESSEE,"6"
6280,"04050001000156",Medium,"USGS, Water Resources Division","04099510",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04099510,98.511269999999996,StreamGage,"12261158",USGS,"PIGEON CREEK NR ANGOLA, IN","18",IN,106.000000000000000,274.540000000000020,41.634494699999998,-85.109690999999998,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6281,"04030201000024",Medium,"USGS, Water Resources Division","04073500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04073500,23.923770000000001,StreamGage,"6866199",USGS,"FOX RIVER AT BERLIN, WI","55",WI,1340.000000000000000,3470.599999999999909,43.953888890000002,-88.952500000000001,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6291,"04050006000075",Medium,"USGS, Water Resources Division","04116000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04116000,47.666280000000000,StreamGage,"9008227",USGS,"GRAND RIVER AT IONIA, MI","26",MI,2840.000000000000000,7355.600000000000364,42.971977000000003,-85.069172499999993,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6294,"04050001003089",Medium,"USGS, Water Resources Division","04102500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04102500,88.950220000000002,StreamGage,"12273226",USGS,"PAW PAW RIVER AT RIVERSIDE, MI","26",MI,390.000000000000000,1010.100000000000023,42.186426750000003,-86.368912399999999,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6318,"04100003000042",Medium,"USGS, Water Resources Division","04178000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04178000,69.212720000000004,StreamGage,"15678101",USGS,"ST. JOSEPH RIVER NEAR NEWVILLE, IN","39",OH,610.000000000000000,1579.900000000000091,41.385328299999998,-84.801625900000005,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6351,"04100005001081",Medium,"USGS, Water Resources Division","04183000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04183000,36.771389999999997,StreamGage,"15668461",USGS,"MAUMEE RIVER AT NEW HAVEN, IN","18",IN,1967.000000000000000,5094.529999999999745,41.085048659999998,-85.022190399999999,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6368,"04100008000452",Medium,"USGS, Water Resources Division","04188400",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04188400,16.883929999999999,StreamGage,"15644350",USGS,Blanchard River above Findlay OH,"39",OH,233.000000000000000,603.470000000000027,41.033942600000003,-83.579374200000004,"1","20151006",Non-ref,24.469,28.802,"150","209","124",12d,INTERIOR PLAINS,CENTRAL LOWLAND,TILL PLAINS,"12"
6392,"04100006000044",Medium,"USGS, Water Resources Division","04185000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04185000,87.676119999999997,StreamGage,"15662050",USGS,Tiffin River at Stryker OH,"39",OH,410.000000000000000,1061.900000000000091,41.504495669999997,-84.429671900000002,"1","20151006",Ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6403,"04090003000018",Medium,"USGS, Water Resources Division","04164300",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04164300,5.436880000000000,StreamGage,"13183020",USGS,"EAST BRANCH COON CREEK AT ARMADA, MI","26",MI,13.000000000000000,33.670000000000002,42.845862969999999,-82.884927800000000,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6419,"04100002000758",Medium,"USGS, Water Resources Division","04176500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04176500,16.916750000000000,StreamGage,"13229606",USGS,"RIVER RAISIN NEAR MONROE, MI","26",MI,1042.000000000000000,2698.780000000000200,41.960600800000002,-83.531046189999998,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6434,"04060103000037",Medium,"USGS, Water Resources Division","04125460",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04125460,97.926559999999995,StreamGage,"12120754",USGS,"PINE RIVER AT HIGH SCHOOL BRIDGE NR HOXEYVILLE, MI","26",MI,245.000000000000000,634.549999999999955,44.193340090000000,-85.769786300000007,"1","20151006",Ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6435,"04100006000184",Medium,"USGS, Water Resources Division","04185440",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04185440,27.472989999999999,StreamGage,"15662946",USGS,Unnamed Tributary to Lost Creek near Farmer OH,"39",OH,4.230000000000002,10.955700000000000,41.361717200000001,-84.691066699999993,"1","20151006",Ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6448,"04050001000165",Medium,"USGS, Water Resources Division","04099000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04099000,80.343760000000003,StreamGage,"12262568",USGS,"ST. JOSEPH RIVER AT MOTTVILLE, MI","26",MI,1866.000000000000000,4832.939999999999600,41.800882790000003,-85.756104699999995,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6481,"04100003000588",Medium,"USGS, Water Resources Division","04177720",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04177720,97.454099999999997,StreamGage,"15677181",USGS,"FISH CREEK AT HAMILTON, IN","18",IN,37.500000000000000,97.125000000000000,41.532272749999997,-84.903572600000004,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6484,"04100005000047",Medium,"USGS, Water Resources Division","04182950",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04182950,30.751960000000000,StreamGage,"15668379",USGS,"MAUMEE RIVER AT COLISEUM BLVD AT FORT WAYNE, IN","18",IN,1930.000000000000000,4998.699999999999818,41.079770600000003,-85.087469600000006,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6491,"04050001000237",Medium,"USGS, Water Resources Division","04097540",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04097540,87.451539999999994,StreamGage,"12260134",USGS,"PRAIRIE RIVER NEAR NOTTAWA, MI","26",MI,106.000000000000000,274.540000000000020,41.888383040000001,-85.409428000000005,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6497,"04040001000009",Medium,"USGS, Water Resources Division","04095380",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04095380,93.124300000000005,StreamGage,"3397270",USGS,"TRAIL CREEK AT MICHIGAN CITY HARBOR, IN","18",IN,59.100000000000001,153.068999999999988,41.722816880000003,-86.904196999999996,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6514,"04050001000449",Medium,"USGS, Water Resources Division","04097170",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04097170,23.162160000000000,StreamGage,"12256014",USGS,"PORTAGE RIVER AT W AVENUE NEAR VICKSBURG, MI","26",MI,68.200000000000003,176.638000000000005,42.114768499999997,-85.485550900000007,"1","20151006",,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6517,"04030101000189",Medium,"USGS, Water Resources Division","04086000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04086000,47.535600000000002,StreamGage,"12175874",USGS,"SHEBOYGAN RIVER AT SHEBOYGAN, WI","55",WI,418.000000000000000,1082.619999999999891,43.741388890000003,-87.752111099999993,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6547,"04040003000135",Medium,"USGS, Water Resources Division","04087030",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04087030,21.161760000000001,StreamGage,"12163826",USGS,"MENOMONEE RIVER AT MENOMONEE FALLS, WI","55",WI,34.700000000000003,89.873000000000005,43.172777779999997,-88.103888889999993,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6561,"04080205000007",Medium,"USGS, Water Resources Division","04151500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04151500,44.836060000000003,StreamGage,"13009630",USGS,"CASS RIVER AT FRANKENMUTH, MI","26",MI,841.000000000000000,2178.190000000000055,43.327802100000000,-83.748019600000006,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6571,"04040002000039",Medium,"USGS, Water Resources Division","04087220",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04087220,36.662199999999999,StreamGage,"12169385",USGS,"ROOT RIVER NEAR FRANKLIN, WI","55",WI,49.200000000000003,127.427999999999997,42.873611099999998,-87.995833300000001,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6603,"04040003000128",Medium,"USGS, Water Resources Division","04087120",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04087120,97.537660000000002,StreamGage,"12162512",USGS,"MENOMONEE RIVER AT WAUWATOSA, WI","55",WI,123.000000000000000,318.569999999999993,43.045555559999997,-87.999722199999994,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6610,"04090005000083",Medium,"USGS, Water Resources Division","04173500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04173500,60.691510000000001,StreamGage,"13175325",USGS,"MILL CREEK NEAR DEXTER, MI","26",MI,128.000000000000000,331.519999999999982,42.300314759999999,-83.898277399999998,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6638,"04050007000007",Medium,"USGS, Water Resources Division","04118000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04118000,20.963709999999999,StreamGage,"12145646",USGS,"THORNAPPLE RIVER NEAR CALEDONIA, MI","26",MI,773.000000000000000,2002.069999999999936,42.811142900000000,-85.483352300000007,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6665,"04090003000521",Medium,"USGS, Water Resources Division","04160800",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04160800,64.812430000000006,StreamGage,"13184574",USGS,"SASHABAW CREEK NEAR DRAYTON PLAINS, MI","26",MI,20.899999999999999,54.131000000000000,42.720030700000002,-83.353550900000002,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6685,"04050002000039",Medium,"USGS, Water Resources Division","04102776",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04102776,69.952990000000000,StreamGage,"9019175",USGS,"MIDDLE BRANCH BLACK RIVER NEAR SOUTH HAVEN, MI","26",MI,83.000000000000000,214.969999999999999,42.432530600000000,-86.206974200000005,"1","20151006",Ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6716,"04040003000211",Medium,"USGS, Water Resources Division","04087070",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04087070,49.320300000000003,StreamGage,"12163856",USGS,"LITTLE MENOMONEE RIVER AT MILWAUKEE, WI","55",WI,19.699999999999999,51.023000000000003,43.123611099999998,-88.043611100000007,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6722,"04060102000483",Medium,"USGS, Water Resources Division","04122100",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04122100,48.285220000000002,StreamGage,"12135268",USGS,"BEAR CREEK NEAR MUSKEGON, MI","26",MI,16.699999999999999,43.253000000000000,43.288625400000001,-86.222837799999994,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6745,"04060102000021",Medium,"USGS, Water Resources Division","04121944",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04121944,70.195369999999997,StreamGage,"12134418",USGS,"LITTLE MUSKEGON RIVER NEAR OAK GROVE, MI","26",MI,345.000000000000000,893.549999999999955,43.430858180000001,-85.595598899999999,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6758,"04030101000105",Medium,"USGS, Water Resources Division","04085427",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04085427,79.285669999999996,StreamGage,"12173792",USGS,"MANITOWOC RIVER AT MANITOWOC, WI","55",WI,526.000000000000000,1362.339999999999918,44.107222200000002,-87.715277799999996,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6764,"04040003000105",Medium,"USGS, Water Resources Division","04086500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04086500,39.224750000000000,StreamGage,"12162520",USGS,"CEDAR CREEK NEAR CEDARBURG, WI","55",WI,120.000000000000000,310.800000000000011,43.323055560000000,-87.978611099999995,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6778,"04110004000004",Medium,"USGS, Water Resources Division","04212100",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04212100,80.213179999999994,StreamGage,"9848335",USGS,Grand River near Painesville OH,"39",OH,685.000000000000000,1774.150000000000091,41.718933900000003,-81.227878899999993,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6800,"04130002000041",Medium,"USGS, Water Resources Division","04223000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04223000,41.525860000000002,StreamGage,"15549241",USGS,GENESEE RIVER AT PORTAGEVILLE NY,"36",NY,984.000000000000000,2548.559999999999945,42.570277779999998,-78.042222199999998,"1","20151006",Non-ref,7.840,23.260,"148","165","83",8c,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,SOUTHERN NEW YORK,"8"
6804,"04140202001340",Medium,"USGS, Water Resources Division","04247000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04247000,94.701110000000000,StreamGage,"22026196",USGS,ONEIDA RIVER NEAR EUCLID NY,"36",NY,1439.000000000000000,3727.010000000000218,43.204999999999998,-76.217777780000006,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6817,"04110002000805",Medium,"USGS, Water Resources Division","04208504",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04208504,80.964500000000001,StreamGage,"15588544",USGS,Cuyahoga River near Newburgh Heights OH,"39",OH,788.000000000000000,2040.920000000000073,41.462551640000001,-81.680963000000006,"1","20151006",Non-ref,7.840,23.260,"148","165","83",8c,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,SOUTHERN NEW YORK,"8"
6849,"04090003000116",Medium,"USGS, Water Resources Division","04164800",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04164800,72.336650000000006,StreamGage,"13183056",USGS,"MIDDLE BRANCH CLINTON RIVER AT MACOMB, MI","26",MI,41.000000000000000,106.189999999999998,42.706420700000002,-82.959093999999993,"1","20151006",,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6908,"04090003000410",Medium,"USGS, Water Resources Division","04161000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04161000,35.505569999999999,StreamGage,"13184584",USGS,"CLINTON RIVER AT AUBURN HILLS, MI","26",MI,123.000000000000000,318.569999999999993,42.633366459999998,-83.224378200000004,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6911,"04100012000083",Medium,"USGS, Water Resources Division","04199500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04199500,23.319700000000001,StreamGage,"15605376",USGS,Vermilion River near Vermilion OH,"39",OH,262.000000000000000,678.580000000000041,41.381990000000002,-82.316827300000000,"1","20151006",Non-ref,24.469,28.802,"150","209","124",12d,INTERIOR PLAINS,CENTRAL LOWLAND,TILL PLAINS,"12"
6935,"04140201000206",Medium,"USGS, Water Resources Division","04232482",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04232482,33.771369999999997,StreamGage,"21978203",USGS,KEUKA LAKE OUTLET AT DRESDEN NY,"36",NY,207.000000000000000,536.129999999999995,42.680277779999997,-76.953888890000002,"1","20151006",Non-ref,7.840,23.260,"148","165","83",8c,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,SOUTHERN NEW YORK,"8"
6952,"04090004000203",Medium,"USGS, Water Resources Division","04166000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04166000,4.719370000000000,StreamGage,"10848598",USGS,"RIVER ROUGE AT BIRMINGHAM, MI","26",MI,33.299999999999997,86.247000000000000,42.545867800000003,-83.223541800000007,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
6979,"04130002000303",Medium,"USGS, Water Resources Division","04224775",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04224775,45.543979999999998,StreamGage,"15547935",USGS,CANASERAGA CREEK ABOVE DANSVILLE NY,"36",NY,88.900000000000006,230.251000000000005,42.535555559999999,-77.704166700000002,"1","20151006",Ref,7.840,23.260,"148","165","83",8c,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,SOUTHERN NEW YORK,"8"
6988,"04130002000252",Medium,"USGS, Water Resources Division","04227000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04227000,96.181889999999996,StreamGage,"15547239",USGS,CANASERAGA CREEK AT SHAKERS CROSSING NY,"36",NY,335.000000000000000,867.649999999999977,42.736944440000002,-77.840555600000002,"1","20151006",Non-ref,7.840,23.260,"148","165","83",8c,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,SOUTHERN NEW YORK,"8"
6989,"04130003000127",Medium,"USGS, Water Resources Division","04230380",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04230380,71.235680000000002,StreamGage,"15541621",USGS,OATKA CREEK AT WARSAW NY,"36",NY,39.100000000000001,101.269000000000005,42.744166669999998,-78.137500000000003,"1","20151006",Non-ref,7.840,23.260,"148","165","83",8c,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,SOUTHERN NEW YORK,"8"
7016,"04130003000198",Medium,"USGS, Water Resources Division","04227500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04227500,95.335149999999999,StreamGage,"15539769",USGS,GENESEE RIVER NEAR MOUNT MORRIS NY,"36",NY,1424.000000000000000,3688.159999999999854,42.766666669999999,-77.838888890000007,"1","20151006",Non-ref,7.840,23.260,"148","165","83",8c,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,SOUTHERN NEW YORK,"8"
7023,"04120104001234",Medium,"USGS, Water Resources Division","04216220",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04216220,33.369970000000002,StreamGage,"15569905",USGS,NIAGARA RIVER AT BLACK ROCK LOCK AT BUFFALO NY,"36",NY,263700.000000000000000,682983.000000000000000,42.933946300000002,-78.904481480000001,"1","20151006",,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
7033,"04150302000182",Medium,"USGS, Water Resources Division","04262000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04262000,93.172920000000005,StreamGage,"15493092",USGS,OSWEGATCHIE RIVER NEAR OSWEGATCHIE NY,"36",NY,259.000000000000000,670.809999999999945,44.222499999999997,-75.074444400000004,"1","20151006",Non-ref,2.921,6.967,"100","127","100","10",APPALACHIAN HIGHLANDS,ADIRONDACK,PS6,"10"
7058,"04090004000054",Medium,"USGS, Water Resources Division","04167150",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04167150,1.773650000000000,StreamGage,"10850156",USGS,"MIDDLE RIVER ROUGE AT DEARBORN HEIGHTS, MI","26",MI,110.000000000000000,284.899999999999977,42.330592899999999,-83.247984099999996,"1","20151006",,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
7063,"04120101000066",Medium,"USGS, Water Resources Division","04213000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04213000,38.200220000000002,StreamGage,"9841738",USGS,Conneaut Creek at Conneaut OH,"39",OH,175.000000000000000,453.250000000000000,41.926998980000000,-80.603965900000006,"1","20151006",Ref,7.840,23.260,"148","165","83",8c,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,SOUTHERN NEW YORK,"8"
7090,"04140201000196",Medium,"USGS, Water Resources Division","04232730",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04232730,70.411749999999998,StreamGage,"21980835",USGS,SENECA RIVER NEAR SENECA FALLS NY,"36",NY,785.000000000000000,2033.150000000000091,42.938888890000001,-76.761111099999994,"1","20151006",,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
7092,"04090003000040",Medium,"USGS, Water Resources Division","04164010",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04164010,83.985879999999995,StreamGage,"13183824",USGS,"NORTH BRANCH CLINTON RIVER AT ALMONT, MI","26",MI,9.560000000000000,24.760400000000001,42.916417590000002,-83.044934699999999,"1","20151006",,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
7102,"04120104000903",Medium,"USGS, Water Resources Division","04218518",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04218518,70.297880000000006,StreamGage,"15569727",USGS,ELLICOTT CREEK BELOW WILLIAMSVILLE NY,"36",NY,81.599999999999994,211.343999999999994,42.977777779999997,-78.763611100000006,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
7109,"04030102000095",Medium,"USGS, Water Resources Division","04085200",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04085200,9.815690000000000,StreamGage,"13064729",USGS,"KEWAUNEE RIVER NEAR KEWAUNEE, WI","55",WI,127.000000000000000,328.930000000000007,44.458331250000001,-87.556474600000001,"1","20151006",Ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
7116,"04070007000079",Medium,"USGS, Water Resources Division","04136000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04136000,68.459419999999994,StreamGage,"12952772",USGS,"AU SABLE RIVER NEAR RED OAK, MI","26",MI,1108.000000000000000,2869.719999999999800,44.676959300000000,-84.292514600000004,"1","20151006",Ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
7119,"04130003000028",Medium,"USGS, Water Resources Division","04231000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=04231000,7.014350000000000,StreamGage,"15537789",USGS,BLACK CREEK AT CHURCHVILLE NY,"36",NY,130.000000000000000,336.699999999999989,43.100555559999997,-77.882222200000001,"1","20151006",Non-ref,25.576,70.500,"60","97","121",12a,INTERIOR PLAINS,CENTRAL LOWLAND,EASTERN LAKE,"12"
