OBJECTID,REACHCODE,REACHRESOL,SOURCE_ORI,SOURCE_FEA,FEATUREDET,Measure,EventType,FLComID,AGENCY_CD,STATION_NM,STATE_CD,STATE,DASqMi,DASqKm,LatSite,LonSite,Active,ActiveDate,OBJECTID_2,GRIDCODE,FEATUREID,SOURCEFC,AreaSqKM,Shape_Leng,Shape_Area,AREA,PERIMETER,PHYSIODD_,PHYSIODD_I,FCODE,FENCODE,DIVISION,PROVINCE,SECTION,PROVCODE
2807,"02040102000083",Medium,"USGS, Water Resources Division","01413500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01413500,52.309150000000002,StreamGage,"1748583",USGS,EAST BRANCH DELAWARE RIVER AT MARGARETVILLE NY,"36",NY,163.000000000000000,422.170000000000016,42.144722199999997,-74.653611100000006,"1","20151006",88072,"1681259","1748583",NHDFlowline,23.277600000000000,0.302283251852742,0.002535378208049,0.533,3.365,"154","13","82",8b,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,CATSKILL,"8"
2824,"02040104000344",Medium,"USGS, Water Resources Division","01439500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01439500,86.985309999999998,StreamGage,"4153168",USGS,"Bush Kill at Shoemakers, PA","42",PA,117.000000000000000,303.029999999999973,41.088150779999999,-75.037674690000003,"1","20151006",89745,"1682972","4153168",NHDFlowline,2.501100000000000,0.116006708523469,0.000268048220758,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
2863,"02020003000057",Medium,"USGS, Water Resources Division","01333000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01333000,22.348669999999998,StreamGage,"22290373",USGS,"GREEN RIVER AT WILLIAMSTOWN, MA","25",MA,42.600000000000001,110.334000000000003,42.708969500000002,-73.196772899999999,"1","20151006",73878,"1666669","22290373",NHDFlowline,11.698200000000000,0.234096971166154,0.001285018854444,0.641,5.220,"139","6","95",9e,APPALACHIAN HIGHLANDS,NEW ENGLAND,TACONIC,"9"
2882,"02020007000033",Medium,"USGS, Water Resources Division","01365000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01365000,34.870249999999999,StreamGage,"6200212",USGS,RONDOUT CREEK NEAR LOWES CORNERS NY,"36",NY,38.299999999999997,99.197000000000003,41.866388890000003,-74.487222200000005,"1","20151006",77807,"1670727","6200212",NHDFlowline,16.898399999999999,0.245822780894090,0.001832676672231,7.840,23.260,"148","165","83",8c,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,SOUTHERN NEW YORK,"8"
3059,"03060108000250",Medium,"USGS, Water Resources Division","02198100",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02198100,87.823580000000007,StreamGage,"9978327",USGS,"BEAVERDAM CREEK NEAR SARDIS, GA","13",GA,30.800000000000001,79.772000000000006,32.937658089999999,-81.815391599999998,"1","20151006",314946,"2338367","9978327",NHDFlowline,0.165600000000000,0.024625708004363,0.000015966574894,13.115,35.028,"312","316","32",3b,ATLANTIC PLAIN,COASTAL PLAIN,SEA ISLAND,"3"
3128,"02020005000119",Medium,"USGS, Water Resources Division","01350000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01350000,73.038499999999999,StreamGage,"3247466",USGS,SCHOHARIE CREEK AT PRATTSVILLE NY,"36",NY,237.000000000000000,613.830000000000041,42.319444439999998,-74.436666700000004,"1","20151006",66324,"1658935","3247466",NHDFlowline,2.407500000000000,0.094953021032348,0.000262926356799,0.533,3.365,"154","13","82",8b,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,CATSKILL,"8"
3170,"02050102000302",Medium,"USGS, Water Resources Division","01510000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=01510000,3.578720000000000,StreamGage,"9420683",USGS,OTSELIC RIVER AT CINCINNATUS NY,"36",NY,147.000000000000000,380.730000000000018,42.541111100000002,-75.899722199999999,"1","20151006",108888,"1702766","9420683",NHDFlowline,2.854800000000000,0.099209506032783,0.000312891889987,7.840,23.260,"148","165","83",8c,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,SOUTHERN NEW YORK,"8"
3184,"03060105000056",Medium,"USGS, Water Resources Division","02193340",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02193340,30.687590000000000,StreamGage,"6289497",USGS,"KETTLE CREEK NEAR WASHINGTON, GA","13",GA,33.899999999999999,87.801000000000002,33.682628149999999,-82.857923000000000,"1","20151006",310244,"2333584","6289497",NHDFlowline,7.990200000000000,0.171908488114986,0.000776889393411,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3286,"03050105000124",Medium,"USGS, Water Resources Division","02152100",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02152100,28.319859999999998,StreamGage,"12034181",USGS,"FIRST BROAD RIVER NEAR CASAR, NC","37",NC,60.500000000000000,156.694999999999993,35.493055560000002,-81.682222199999998,"1","20151006",283570,"2306449","12034181",NHDFlowline,2.459700000000000,0.099585128513141,0.000244322238253,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3297,"03050102000142",Medium,"USGS, Water Resources Division","02143040",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02143040,65.200270000000003,StreamGage,"9745600",USGS,"JACOB FORK AT RAMSEY, NC","37",NC,25.699999999999999,66.563000000000002,35.590555559999999,-81.566944399999997,"1","20151006",278751,"2301541","9745600",NHDFlowline,3.082500000000000,0.107606924165215,0.000306569254356,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3303,"03060202000264",Medium,"USGS, Water Resources Division","02202600",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02202600,91.533890000000000,StreamGage,"9944858",USGS,"BLACK CREEK NEAR BLITCHTON, GA","13",GA,232.000000000000000,600.879999999999995,32.167980300000004,-81.488166980000003,"1","20151006",319118,"2342582","9944858",NHDFlowline,9.648899999999999,0.180275919774000,0.000922440548805,13.115,35.028,"312","316","32",3b,ATLANTIC PLAIN,COASTAL PLAIN,SEA ISLAND,"3"
3317,"03060107000204",Medium,"USGS, Water Resources Division","02196000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02196000,87.174679999999995,StreamGage,"11730030",USGS,"STEVENS CREEK NEAR MODOC, SC","45",SC,545.000000000000000,1411.549999999999955,33.729297170000002,-82.181787299999996,"1","20151006",313895,"2337304","11730030",NHDFlowline,0.418500000000000,0.041745966889495,0.000040711156835,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3322,"03060102000164",Medium,"USGS, Water Resources Division","02178400",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02178400,96.682710000000000,StreamGage,"6267840",USGS,"TALLULAH RIVER NEAR CLAYTON, GA","13",GA,58.399999999999999,151.256000000000000,34.890370750000002,-83.530440999999996,"1","20151006",304966,"2328247","6267840",NHDFlowline,0.885600000000000,0.050290217056339,0.000087327934225,3.910,12.376,"299","304","52",5b,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"5"
3378,"03050105000252",Medium,"USGS, Water Resources Division","02149000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02149000,2.034640000000000,StreamGage,"12036581",USGS,"COVE CREEK NEAR LAKE LURE, NC","37",NC,79.000000000000000,204.610000000000014,35.423333300000003,-82.111666700000001,"1","20151006",283768,"2306648","12036581",NHDFlowline,1.030500000000000,0.064144198991574,0.000102278724539,3.910,12.376,"299","304","52",5b,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"5"
3584,"03040105000046",Medium,"USGS, Water Resources Division","02125000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02125000,58.639479999999999,StreamGage,"9203175",USGS,"BIG BEAR CR NR RICHFIELD, NC","37",NC,55.600000000000001,144.003999999999991,35.334722200000002,-80.335555600000006,"0","20151006",258382,"2280848","9203175",NHDFlowline,0.107100000000000,0.019903917754733,0.000010617885458,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3593,"03010101000366",Medium,"USGS, Water Resources Division","02053800",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02053800,98.509349999999998,StreamGage,"8629303",USGS,"S F ROANOKE RIVER NEAR SHAWSVILLE, VA","51",VA,109.000000000000000,282.310000000000002,37.140132299999998,-80.266432800000004,"1","20151006",192707,"2214048","8629303",NHDFlowline,4.190400000000001,0.132651649255492,0.000425052394867,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
3613,"03030004001398",Medium,"USGS, Water Resources Division","02102908",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02102908,18.453180000000000,StreamGage,"8849951",USGS,"FLAT CREEK NEAR INVERNESS, NC","37",NC,7.630000000000000,19.761700000000001,35.182777780000002,-79.177499999999995,"1","20151006",242761,"2264974","8849951",NHDFlowline,5.268600000000000,0.136111180402102,0.000521292480012,13.115,35.028,"312","316","32",3b,ATLANTIC PLAIN,COASTAL PLAIN,SEA ISLAND,"3"
3660,"03040101000615",Medium,"USGS, Water Resources Division","02111180",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02111180,38.125380000000000,StreamGage,"9251726",USGS,"ELK CREEK AT ELKVILLE, NC","37",NC,50.899999999999999,131.830999999999989,36.071388890000001,-81.403055600000002,"1","20151006",250503,"2272816","9251726",NHDFlowline,2.560500000000000,0.112263529291230,0.000256175022471,3.910,12.376,"299","304","52",5b,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"5"
3661,"03040101000528",Medium,"USGS, Water Resources Division","02111500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02111500,14.536390000000001,StreamGage,"9250814",USGS,"REDDIES RIVER AT NORTH WILKESBORO, NC","37",NC,89.200000000000003,231.027999999999992,36.174999999999997,-81.168888890000005,"1","20151006",249842,"2272144","9250814",NHDFlowline,7.123500000000000,0.174495404750424,0.000713706417398,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3666,"03040101000465",Medium,"USGS, Water Resources Division","02112120",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02112120,18.657520000000002,StreamGage,"9251654",USGS,"ROARING RIVER NEAR ROARING RIVER, NC","37",NC,128.000000000000000,331.519999999999982,36.250277779999998,-81.044444400000003,"1","20151006",249874,"2272176","9251654",NHDFlowline,0.033300000000000,0.010746814506324,0.000003338948268,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3667,"03060102001156",Medium,"USGS, Water Resources Division","02177000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02177000,73.096209999999999,StreamGage,"6269342",USGS,"CHATTOOGA RIVER NEAR CLAYTON, GA","45",SC,207.000000000000000,536.129999999999995,34.813981400000003,-83.305993000000001,"1","20151006",305713,"2328998","6269342",NHDFlowline,2.697300000000000,0.128137716481792,0.000265743607763,3.910,12.376,"299","304","52",5b,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"5"
3669,"03010101000262",Medium,"USGS, Water Resources Division","02055100",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02055100,81.738050000000001,StreamGage,"8627131",USGS,"TINKER CREEK NEAR DALEVILLE, VA","51",VA,11.699999999999999,30.303000000000001,37.417633180000003,-79.935319300000003,"1","20151006",192185,"2213524","8627131",NHDFlowline,3.939300000000000,0.121793722053369,0.000400923111858,7.235,22.160,"161","191","62",6b,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"6"
3715,"03040104000303",Medium,"USGS, Water Resources Division","02128000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02128000,5.506840000000000,StreamGage,"9210446",USGS,"LITTLE RIVER NEAR STAR, NC","37",NC,106.000000000000000,274.540000000000020,35.387222199999997,-79.831388889999999,"1","20151006",257734,"2280196","9210446",NHDFlowline,0.254700000000000,0.026762645847332,0.000025267287082,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3730,"03010103000398",Medium,"USGS, Water Resources Division","02069700",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02069700,72.018410000000003,StreamGage,"8675163",USGS,"SOUTH MAYO RIVER NEAR NETTLERIDGE, VA","51",VA,85.500000000000000,221.444999999999993,36.570971000000000,-80.129492799999994,"1","20151006",207736,"2229293","8675163",NHDFlowline,10.849500000000001,0.218763574832175,0.001092217749767,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3749,"03040102000057",Medium,"USGS, Water Resources Division","02118500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02118500,38.605040000000002,StreamGage,"9233605",USGS,"HUNTING CREEK NEAR HARMONY, NC","37",NC,155.000000000000000,401.449999999999989,36.000555560000002,-80.745555600000003,"1","20151006",253437,"2275827","9233605",NHDFlowline,0.412200000000000,0.031670564056876,0.000041203209218,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3781,"03050102000079",Medium,"USGS, Water Resources Division","02143000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02143000,97.923220000000001,StreamGage,"9745122",USGS,"HENRY FORK NEAR HENRY RIVER, NC","37",NC,83.200000000000003,215.488000000000000,35.684444440000000,-81.403333300000000,"1","20151006",278393,"2301183","9745122",NHDFlowline,5.328900000000000,0.134342487476795,0.000530581489804,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3793,"03010204000344",Medium,"USGS, Water Resources Division","02053200",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02053200,57.243350000000000,StreamGage,"8746117",USGS,"POTECASI CREEK NEAR UNION, NC","37",NC,225.000000000000000,582.750000000000000,36.370833300000001,-77.025555600000004,"1","20151006",213138,"2234787","8746117",NHDFlowline,7.157700000000000,0.178044432526045,0.000718778594906,4.279,42.493,"257","271","31",3a,ATLANTIC PLAIN,COASTAL PLAIN,EMBAYED,"3"
3797,"03010103000347",Medium,"USGS, Water Resources Division","02070000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02070000,28.803560000000001,StreamGage,"8673051",USGS,"NORTH MAYO RIVER NEAR SPENCER, VA","51",VA,108.000000000000000,279.720000000000027,36.568193579999999,-79.987265390000005,"1","20151006",207810,"2229367","8673051",NHDFlowline,3.759300000000000,0.129927795771915,0.000378462573001,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3822,"03010102000281",Medium,"USGS, Water Resources Division","02064000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02064000,97.503439999999998,StreamGage,"8647998",USGS,"FALLING RIVER NEAR NARUNA, VA","51",VA,165.000000000000000,427.350000000000023,37.126809559999998,-78.959737399999995,"1","20151006",204672,"2226179","8647998",NHDFlowline,0.823500000000000,0.048182683652376,0.000083497723038,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3829,"03010101000168",Medium,"USGS, Water Resources Division","02059500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02059500,61.173110000000001,StreamGage,"8627301",USGS,"GOOSE CREEK NEAR HUDDLESTON, VA","51",VA,188.000000000000000,486.920000000000016,37.173199500000003,-79.520307599999995,"1","20151006",192377,"2213717","8627301",NHDFlowline,1.586700000000000,0.085050967324854,0.000160987329303,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3839,"03050101000176",Medium,"USGS, Water Resources Division","02140991",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02140991,61.457189999999997,StreamGage,"9752476",USGS,"JOHNS RIVER AT ARNEYS STORE, NC","37",NC,201.000000000000000,520.590000000000032,35.833611099999999,-81.711944399999993,"1","20151006",276158,"2298939","9752476",NHDFlowline,1.073700000000000,0.067417629254501,0.000107099831371,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3848,"03030002000141",Medium,"USGS, Water Resources Division","02096846",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02096846,11.905130000000000,StreamGage,"8895436",USGS,"CANE CREEK NEAR ORANGE GROVE, NC","37",NC,7.540000000000000,19.528600000000001,35.987222199999998,-79.206111100000001,"1","20151006",234947,"2256972","8895436",NHDFlowline,0.301500000000000,0.029029105887931,0.000030132587192,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3863,"03010204000207",Medium,"USGS, Water Resources Division","02051000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02051000,14.253560000000000,StreamGage,"8744593",USGS,"NORTH MEHERRIN RIVER NEAR LUNENBURG, VA","51",VA,56.000000000000000,145.039999999999992,36.997373799999998,-78.349718199999998,"1","20151006",213145,"2234794","8744593",NHDFlowline,0.203400000000000,0.025966456429854,0.000020590318412,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3888,"03010201000182",Medium,"USGS, Water Resources Division","02046000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02046000,93.603290000000001,StreamGage,"8719481",USGS,"STONY CREEK NEAR DINWIDDIE, VA","51",VA,113.000000000000000,292.670000000000016,37.067094200000000,-77.602489000000006,"1","20151006",199306,"2220764","8719481",NHDFlowline,1.614600000000000,0.080520297404618,0.000163595525452,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3921,"03010101000486",Medium,"USGS, Water Resources Division","02056900",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02056900,39.181629999999998,StreamGage,"8626863",USGS,"BLACKWATER RIVER NEAR ROCKY MOUNT, VA","51",VA,115.000000000000000,297.850000000000023,37.045140600000003,-79.844199300000000,"1","20151006",193563,"2214913","8626863",NHDFlowline,3.374100000000000,0.134032004674840,0.000341772239320,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3944,"03030007001298",Medium,"USGS, Water Resources Division","02108000",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02108000,1.452890000000000,StreamGage,"10525949",USGS,"NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC","37",NC,599.000000000000000,1551.410000000000082,34.828888890000002,-77.832222200000004,"1","20151006",249396,"2271697","10525949",NHDFlowline,1.089900000000000,0.088503595868714,0.000107392992798,13.115,35.028,"312","316","32",3b,ATLANTIC PLAIN,COASTAL PLAIN,SEA ISLAND,"3"
3948,"03020204000106",Medium,"USGS, Water Resources Division","02092500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02092500,35.244619999999998,StreamGage,"10976591",USGS,"TRENT RIVER NEAR TRENTON, NC","37",NC,168.000000000000000,435.120000000000005,35.064166669999999,-77.461388889999995,"1","20151006",232685,"2254660","10976591",NHDFlowline,2.846700000000000,0.108904071258980,0.000281316961514,13.115,35.028,"312","316","32",3b,ATLANTIC PLAIN,COASTAL PLAIN,SEA ISLAND,"3"
3977,"03010102000186",Medium,"USGS, Water Resources Division","02065500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02065500,2.801900000000000,StreamGage,"8648830",USGS,"CUB CREEK AT PHENIX, VA","51",VA,97.599999999999994,252.783999999999992,37.079311199999999,-78.763617800000006,"1","20151006",204487,"2225992","8648830",NHDFlowline,3.657600000000000,0.114488441801969,0.000370692536327,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
3992,"03050101000396",Medium,"USGS, Water Resources Division","02137727",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02137727,64.985950000000003,StreamGage,"9754776",USGS,"CATAWBA R NR PLEASANT GARDENS, NC","37",NC,126.000000000000000,326.339999999999975,35.685833299999999,-82.060277799999994,"1","20151006",276496,"2299278","9754776",NHDFlowline,0.404100000000000,0.038826522531389,0.000040235291475,3.910,12.376,"299","304","52",5b,APPALACHIAN HIGHLANDS,BLUE RIDGE,SOUTHERN,"5"
3993,"03010104000281",Medium,"USGS, Water Resources Division","02077200",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02077200,39.695749999999997,StreamGage,"8701361",USGS,"HYCO CREEK NEAR LEASBURG, NC","37",NC,45.899999999999999,118.881000000000000,36.397777779999998,-79.196666699999994,"1","20151006",193026,"2214374","8701361",NHDFlowline,15.315300000000001,0.259965028248768,0.001538343300524,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
4002,"03020101000360",Medium,"USGS, Water Resources Division","02081500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02081500,74.974959999999996,StreamGage,"8760623",USGS,"TAR RIVER NEAR TAR RIVER, NC","37",NC,167.000000000000000,432.529999999999973,36.194166670000001,-78.583055599999994,"1","20151006",217529,"2239244","8760623",NHDFlowline,1.723500000000000,0.083163934383627,0.000172690587259,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
4014,"03040101000370",Medium,"USGS, Water Resources Division","02112360",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02112360,25.563070000000000,StreamGage,"9248978",USGS,"MITCHELL RIVER NEAR STATE ROAD, NC","37",NC,78.799999999999997,204.092000000000013,36.311388890000003,-80.807222199999998,"1","20151006",250085,"2272389","9248978",NHDFlowline,4.310100000000001,0.127011469654073,0.000432530496324,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
4155,"03010103000026",Medium,"USGS, Water Resources Division","02074500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02074500,77.582440000000005,StreamGage,"8673535",USGS,"SANDY RIVER NEAR DANVILLE, VA","51",VA,111.000000000000000,287.490000000000009,36.619582500000000,-79.504193200000003,"1","20151006",207414,"2228970","8673535",NHDFlowline,0.420300000000000,0.036551945625497,0.000042340991062,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
4180,"03010204000089",Medium,"USGS, Water Resources Division","02051500",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02051500,89.263430000000000,StreamGage,"8741021",USGS,"MEHERRIN RIVER NEAR LAWRENCEVILLE, VA","51",VA,552.000000000000000,1429.680000000000064,36.716813950000002,-77.831658200000007,"1","20151006",212749,"2234397","8741021",NHDFlowline,1.101600000000000,0.059154571966314,0.000111120472456,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
4262,"03020102000039",Medium,"USGS, Water Resources Division","02082950",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02082950,18.673210000000001,StreamGage,"10511316",USGS,"LITTLE FISHING CREEK NEAR WHITE OAK, NC","37",NC,177.000000000000000,458.430000000000007,36.183333300000001,-77.876111100000003,"1","20151006",219900,"2241675","10511316",NHDFlowline,9.859500000000001,0.167795168005866,0.000987943766480,18.904,35.425,"223","237","41",4a,APPALACHIAN HIGHLANDS,PIEDMONT,PIEDMONT UPLAND,"4"
4314,"03100102001257",Medium,"USGS, Water Resources Division","02298608",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02298608,64.004710000000003,StreamGage,"16837084",USGS,MYAKKA RIVER AT MYAKKA CITY FL,"12",FL,125.000000000000000,323.750000000000000,27.343656200000002,-82.156755599999997,"1","20151006",364903,"2491032","16837084",NHDFlowline,2.769300000000000,0.100202861510849,0.000252567858191,9.080,26.156,"361","359","33",3c,ATLANTIC PLAIN,COASTAL PLAIN,FLORIDIAN,"3"
4316,"03100206000030",Medium,"USGS, Water Resources Division","02300700",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02300700,91.284360000000007,StreamGage,"16918210",USGS,BULLFROG CREEK NEAR WIMAUMA FL,"12",FL,29.100000000000001,75.369000000000000,27.791972080000001,-82.352036900000002,"1","20151006",367120,"2493324","16918210",NHDFlowline,4.630500000000000,0.135952522775203,0.000424028403841,9.080,26.156,"361","359","33",3c,ATLANTIC PLAIN,COASTAL PLAIN,FLORIDIAN,"3"
4364,"03080101001529",Medium,"USGS, Water Resources Division","02231342",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02231342,61.677920000000000,StreamGage,"11014543",USGS,"FT DRUM CREEK AT SUNSHINE ST PKY NEAR FT DRUM, FL","12",FL,52.600000000000001,136.234000000000009,27.568647299999999,-80.796170900000007,"1","20151006",350929,"2476346","11014543",NHDFlowline,0.128700000000000,0.030505802151711,0.000011761169588,9.080,26.156,"361","359","33",3c,ATLANTIC PLAIN,COASTAL PLAIN,FLORIDIAN,"3"
4381,"03100101000018",Medium,"USGS, Water Resources Division","02298123",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02298123,92.411839999999998,StreamGage,"16808187",USGS,PRAIRIE CREEK NEAR FORT OGDEN FL,"12",FL,233.000000000000000,603.470000000000027,27.051999859999999,-81.784526700000001,"1","20151006",362976,"2489039","16808187",NHDFlowline,8.280900000000004,0.199951151955866,0.000753417988056,9.080,26.156,"361","359","33",3c,ATLANTIC PLAIN,COASTAL PLAIN,FLORIDIAN,"3"
4441,"03100202000061",Medium,"USGS, Water Resources Division","02299950",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02299950,92.114230000000006,StreamGage,"16877194",USGS,MANATEE RIVER NEAR MYAKKA HEAD FL,"12",FL,65.299999999999997,169.127000000000010,27.473651369999999,-82.211201000000003,"1","20151006",366467,"2492643","16877194",NHDFlowline,2.604600000000000,0.091003534511790,0.000237806500391,9.080,26.156,"361","359","33",3c,ATLANTIC PLAIN,COASTAL PLAIN,FLORIDIAN,"3"
4744,"03100101000263",Medium,"USGS, Water Resources Division","02297310",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02297310,87.573999999999998,StreamGage,"16807511",USGS,HORSE CREEK NEAR ARCADIA FL,"12",FL,218.000000000000000,564.620000000000005,27.199494770000001,-81.988419300000004,"1","20151006",363635,"2489725","16807511",NHDFlowline,20.855699999999999,0.333070237866638,0.001899549276138,9.080,26.156,"361","359","33",3c,ATLANTIC PLAIN,COASTAL PLAIN,FLORIDIAN,"3"
4765,"03100101004049",Medium,"USGS, Water Resources Division","02297155",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02297155,98.538860000000000,StreamGage,"16812461",USGS,HORSE CREEK NEAR MYAKKA HEAD FL,"12",FL,42.000000000000000,108.780000000000001,27.487261300000000,-82.023419700000005,"1","20151006",364090,"2490190","16812461",NHDFlowline,4.021200000000001,0.155606317071781,0.000367176125450,9.080,26.156,"361","359","33",3c,ATLANTIC PLAIN,COASTAL PLAIN,FLORIDIAN,"3"
4869,"03100208000060",Medium,"USGS, Water Resources Division","02310947",http://waterdata.usgs.gov/nwis/nwisman/?site_no=02310947,21.315460000000002,StreamGage,"16955670",USGS,"WITHLACOOCHEE RIVER NEAR CUMPRESSCO, FL","12",FL,280.000000000000000,725.200000000000045,28.311951560000001,-82.055914680000001,"1","20151006",369221,"2495507","16955670",NHDFlowline,7.596000000000000,0.189118232117895,0.000698882103586,9.080,26.156,"361","359","33",3c,ATLANTIC PLAIN,COASTAL PLAIN,FLORIDIAN,"3"
